,predicciones
0,12.14381770616801
1,9.794781338853495
2,10.473234752679074
3,9.54819397531038
4,10.148448039211976
5,9.313816578142458
6,7.363653433137925
7,11.862660494381407
8,10.521675864451023
9,11.170190088503357
10,8.445235208924267
11,8.597661310911278
12,9.808709131426314
13,8.771010803685723
14,9.147488197879108
15,7.939939679999628
16,7.114517134255331
17,9.237464774162502
18,7.500581959821378
19,9.131759851236575
20,7.227400676183729
21,11.997345937749264
22,12.263100721838885
23,10.96913742544546
24,9.9899826993237
25,10.480582082768311
26,9.102318044729866
27,10.451684661662282
28,12.184460517534847
29,10.766671996157466
30,7.776842802269167
31,9.841537315476225
32,10.212669954927819
33,11.369295557826856
34,12.115153926631166
35,12.23134165106497
36,11.496973346798422
37,9.504245100752392
38,11.08994433501103
39,11.4481047850814
40,11.250132938412891
41,11.496973346798422
42,11.564989113834795
43,11.496973346798422
44,8.034093500266877
45,11.717176710075195
46,11.170190088503357
47,10.726005213132515
48,12.052230464368689
49,12.287637661696461
50,7.09202339228065
51,10.356775278720987
52,12.263100721838885
53,8.847557547494976
54,8.873185215409913
55,12.336255984672437
56,11.130099471763822
57,11.964984336837945
58,11.93168222281865
59,8.898864946246329
60,7.477712104694641
61,8.745611815110774
62,11.897543390421799
63,12.230274273948034
64,12.373458549086346
65,12.222540071619921
66,11.210204769647627
67,10.724117615276313
68,8.594439723332986
69,8.105307817361325
70,9.721957665895617
71,12.171121901733581
72,12.14381770616801
73,11.754312016299119
74,7.753678711538174
75,12.342732570139834
76,12.212268465247769
77,12.322869367865833
78,12.38843339492986
79,12.247370297464027
80,12.222702005640166
81,12.07001471277979
82,11.100096971054672
83,12.314095809140145
84,11.932443495433136
85,12.115264262061574
86,9.209804016644476
87,9.131759851236575
88,11.997345937749264
89,12.287637661696461
90,12.225989912542179
91,11.754312016299119
92,12.23134165106497
93,11.754312016299119
94,12.212268465247769
95,7.477712104694641
96,9.647249180027039
97,12.222702005640166
98,12.25482682271949
99,7.546386020338271
100,12.212268465247769
101,12.381830429491199
102,12.212268465247769
103,7.250055209872456
104,10.258940363228396
105,8.057769583268467
106,7.38642925832427
107,12.2313559822475
108,12.184460517534847
109,10.091652033347215
110,12.263100721838885
