,predicciones
0,13.79647564804682
1,13.23670903141177
2,7.113866325035569
3,7.758807697497861
4,12.382542774725675
5,6.788303097330669
6,5.851605300093697
7,10.380197093756248
8,11.366258624066075
9,8.210660450939612
10,6.923425539612936
11,7.758807697497861
12,7.475254796875924
13,6.036934800791567
14,7.758807697497861
15,10.380197093756248
16,10.380197093756248
17,6.251490772821811
18,10.380197093756248
19,7.475254796875924
20,7.475254796875924
21,6.515134601416251
22,15.896996544394566
23,13.79647564804682
24,10.380197093756248
25,6.788303097330669
26,7.758807697497861
27,13.23670903141177
28,6.515134601416251
29,5.790260400411461
30,11.366258624066075
31,7.758807697497861
32,9.259195515456291
33,17.458395060265968
34,11.366258624066075
35,11.366258624066075
36,16.93318987280311
37,8.210660450939612
38,16.49313355605428
39,15.093131663723208
40,15.896996544394566
41,13.79647564804682
42,6.681655187204787
43,6.515134601416251
44,6.681655187204787
45,14.308835987580098
46,9.259195515456291
47,15.093131663723208
48,16.49313355605428
49,7.758807697497861
50,14.308835987580098
51,12.382542774725675
52,13.23670903141177
53,12.382542774725675
54,7.475254796875924
55,13.79647564804682
56,13.79647564804682
57,13.79647564804682
58,11.366258624066075
59,14.308835987580098
60,6.788303097330669
61,13.79647564804682
62,17.458395060265968
63,9.259195515456291
64,13.23670903141177
65,7.758807697497861
66,7.758807697497861
67,10.380197093756248
68,9.259195515456291
69,15.093131663723208
70,13.79647564804682
71,8.210660450939612
72,9.259195515456291
73,6.401381702444962
74,6.681655187204787
75,10.380197093756248
76,18.029107110238026
77,13.23670903141177
78,10.380197093756248
79,19.219422704776868
80,15.093131663723208
81,15.093131663723208
82,14.308835987580098
83,16.49313355605428
84,18.66358791493803
85,16.93318987280311
86,13.79647564804682
87,6.401381702444962
88,8.210660450939612
89,9.259195515456291
90,8.210660450939612
91,10.380197093756248
92,6.515134601416251
93,6.401381702444962
94,15.093131663723208
95,8.210660450939612
96,7.758807697497861
97,14.308835987580098
98,6.788303097330669
99,9.259195515456291
100,9.259195515456291
101,13.23670903141177
102,7.113866325035569
103,11.366258624066075
104,9.259195515456291
105,9.259195515456291
106,6.251490772821811
107,14.308835987580098
108,6.681655187204787
109,13.23670903141177
110,7.758807697497861
